epoch,train_loss,val_loss,val_accuracy,val_f1_macro,val_precision_macro,val_recall_macro,lr
64,0.07405748093851247,0.2359306366015562,0.925280199252802,0.9243120004629455,0.9291425387096904,0.9227235059979486,0.000125
65,0.08308791061675011,0.2699676342868308,0.9277708592777086,0.9265343673286954,0.9298526675956227,0.9272652055984996,0.000125
66,0.07890530811915317,0.2598889784627637,0.9290161892901619,0.9279231902499891,0.9316341610337165,0.9278337808556303,0.000125
67,0.07389271788611938,0.25372795435929946,0.9227895392278954,0.9219696614199602,0.9255865958123509,0.9216976802261068,0.000125
68,0.07430251520329835,0.27299550299055453,0.9178082191780822,0.9169488140544679,0.9241213066273117,0.9155611392877795,0.000125
69,0.07653028914244327,0.2410195483463662,0.9265255292652553,0.925636786670218,0.9287580842082578,0.9249393070203651,0.000125
70,0.0769137118249251,0.25179426555822176,0.9140722291407223,0.9125291568561102,0.9174928798233426,0.9112137096091665,0.000125
71,0.08529155707134523,0.22737290469633029,0.9240348692403487,0.9233107578125626,0.9259593921931811,0.9229177759198866,0.000125
72,0.07274842190659064,0.2740142701676749,0.9041095890410958,0.9016479295884727,0.9092293298808789,0.9003745565576123,6.25e-05
73,0.08151524782783322,0.2514208557376618,0.9240348692403487,0.9233029352327913,0.9269112891704226,0.9225690513477198,6.25e-05
74,0.07363591972929694,0.2426493368981766,0.9215442092154421,0.9205307275577372,0.9237106769368075,0.9198237056046061,6.25e-05
75,0.06498831667202999,0.24884102261911703,0.9227895392278954,0.9218594915986561,0.9251744776638631,0.9219236422044237,6.25e-05
76,0.06336265209117907,0.23926103689538122,0.925280199252802,0.924745346534474,0.9266974268969481,0.9245267580266366,6.25e-05
